date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
09:27:02	38172/38172	---M--	200	added ('OK')	font/woff2	etag:%22951c-626cdd6f629f6%22	https://studio-onto.com/dist/SaansTRIAL-Medium.f4507314.woff2	C:/Mes%20Sites%20Web/ontootiginal/studio-onto.com/dist/SaansTRIAL-Medium.f4507314.woff2	(from https://studio-onto.com/dist/index.css)
09:27:02	53712/53712	---M--	200	added ('OK')	application/font-woff	etag:%22d1d0-626cdd6f44590%22	https://studio-onto.com/dist/SaansTRIAL-Medium.9fb15795.woff	C:/Mes%20Sites%20Web/ontootiginal/studio-onto.com/dist/SaansTRIAL-Medium.9fb15795.woff	(from https://studio-onto.com/dist/index.css)
09:27:02	37680/37680	---M--	200	added ('OK')	font/woff2	etag:%229330-626cdd6fc4486%22	https://studio-onto.com/dist/SaansTRIAL-Regular.7ff4dd0c.woff2	C:/Mes%20Sites%20Web/ontootiginal/studio-onto.com/dist/SaansTRIAL-Regular.7ff4dd0c.woff2	(from https://studio-onto.com/dist/index.css)
09:27:03	53000/53000	---M--	200	added ('OK')	application/font-woff	etag:%22cf08-626cdd6fe676b%22	https://studio-onto.com/dist/SaansTRIAL-Regular.ed616b99.woff	C:/Mes%20Sites%20Web/ontootiginal/studio-onto.com/dist/SaansTRIAL-Regular.ed616b99.woff	(from https://studio-onto.com/dist/index.css)
09:27:04	39872/39872	---M--	200	added ('OK')	font/woff2	etag:%229bc0-626cdd702ad37%22	https://studio-onto.com/dist/SaansTRIAL-RegularItalic.0a5815b2.woff2	C:/Mes%20Sites%20Web/ontootiginal/studio-onto.com/dist/SaansTRIAL-RegularItalic.0a5815b2.woff2	(from https://studio-onto.com/dist/index.css)
09:27:04	56344/56344	---M--	200	added ('OK')	application/font-woff	etag:%22dc18-626cdd7005b71%22	https://studio-onto.com/dist/SaansTRIAL-RegularItalic.04cd5071.woff	C:/Mes%20Sites%20Web/ontootiginal/studio-onto.com/dist/SaansTRIAL-RegularItalic.04cd5071.woff	(from https://studio-onto.com/dist/index.css)
09:27:04	38448/38448	---M--	200	added ('OK')	font/woff2	etag:%229630-626cdd6e7b2af%22	https://studio-onto.com/dist/SaansTRIAL-Bold.c1e16c99.woff2	C:/Mes%20Sites%20Web/ontootiginal/studio-onto.com/dist/SaansTRIAL-Bold.c1e16c99.woff2	(from https://studio-onto.com/dist/index.css)
09:27:05	34572/34572	---M--	200	added ('OK')	font/woff2	etag:%22870c-626cdd6ef05c3%22	https://studio-onto.com/dist/SaansTRIAL-Light.049d79db.woff2	C:/Mes%20Sites%20Web/ontootiginal/studio-onto.com/dist/SaansTRIAL-Light.049d79db.woff2	(from https://studio-onto.com/dist/index.css)
09:27:05	53720/53720	---M--	200	added ('OK')	application/font-woff	etag:%22d1d8-626cdd6e977d4%22	https://studio-onto.com/dist/SaansTRIAL-Bold.dae9c566.woff	C:/Mes%20Sites%20Web/ontootiginal/studio-onto.com/dist/SaansTRIAL-Bold.dae9c566.woff	(from https://studio-onto.com/dist/index.css)
09:27:06	49180/49180	---M--	200	added ('OK')	application/font-woff	etag:%22c01c-626cdd6f1d48a%22	https://studio-onto.com/dist/SaansTRIAL-Light.9033f110.woff	C:/Mes%20Sites%20Web/ontootiginal/studio-onto.com/dist/SaansTRIAL-Light.9033f110.woff	(from https://studio-onto.com/dist/index.css)
09:27:06	40784/40784	---M--	200	added ('OK')	font/woff2	etag:%229f50-626cdd6eb4c99%22	https://studio-onto.com/dist/SaansTRIAL-BoldItalic.3db2bc72.woff2	C:/Mes%20Sites%20Web/ontootiginal/studio-onto.com/dist/SaansTRIAL-BoldItalic.3db2bc72.woff2	(from https://studio-onto.com/dist/index.css)
09:27:06	57444/57444	---M--	200	added ('OK')	application/font-woff	etag:%22e064-626cdd6ed215e%22	https://studio-onto.com/dist/SaansTRIAL-BoldItalic.e51cf447.woff	C:/Mes%20Sites%20Web/ontootiginal/studio-onto.com/dist/SaansTRIAL-BoldItalic.e51cf447.woff	(from https://studio-onto.com/dist/index.css)
